,Unnamed: 0,text,target
310,699,from brianlplarizonaedu brian ceccarelli 6026219615 subject re is it good that jesus died organization lunar  planetary laboratory tucson az lines 71  in article bskendigc5l782jm5netcomcom bskendignetcomcom brian kendig writes  john 122426 most assuredly i say to you unless a grain of wheat falls onto the ground and dies it remains alone but if it dies it produces much grain   he who loves his life will lose it and he who hates his life in this world will keep it for eternal life   if anyone serves me let him follow me and where i am there my servant will be also  if anyone serves me him my father will honor  why would i want an eternal life if i hate this one  again you missed jesuss point  if you read the surrounding passages you would understand what jesus means by life in the world  but as is you bumbled around asserted your standard axiom that the bible is bunk and came up with the wrong idea  also you do not know exactly what jesus means by eternal life    brian k do you expect to jump in the middle of the quantum mechanics book and understand hermite polynomials having not read the surrounding material  why do you such with the bible  for an idea what jesus means by the world look up references to it in your concordance  for a good description the whole book of ecclesiastes is game  for  eternal life check out john 173 john 31516  you will find that eternal life is quite different than what you think  eternal life starts nowan infinitely high quality of life living in fellowship with god   in short even if your deity does exist that doesnt automatically mean that i would worship it  i am content to live my own life and fend for myself so when i die i can be proud of the fact that no matter where i end up it will be because of my actions and my choices  if your god decides to toss me into a flaming pit for this then so be it  i would much rather just cease to exist  but if your god wants my respect and my obedience then it had better earn these and if it does then they will be very strong and true  if my diety exists you would not just cease to exist  jesus talks of hell in luke 161931     youve got to understand my pointofview i see christians spouting bible verse all the time as if it were some sort of magic spell that will level all opposition  truth is its not  robert has never demonstrated that he actually understands what the verses imply he just rattles them off day by day  some brazenly fly in the face of common sense and reality and i point these out where i can   the truth is is that it is not some sort of magic spell  the truth is is that you do not understand it and enjoy not understanding it  christanity is a very nice belief set around a very nice book    wrong again  christianity is supposed to be relationship  you do not even know what christianity is and you are arguing against it  and in my opinion youre bumbling about blindly making up entities where there arent any and depriving yourself of a true understanding and enjoyment of your life  as long as you keep your beliefs to yourself ill keep my beliefs to myself  but as soon as you start waving them around expect me to toss in my opinions too  just as i make up such places as jericho jerusalem babylon corinth ephesus susa and such kings as nebuchanezzar david solomon sennacherib herod pontius pilate       but i guess then that you treat abraham lincoln as a myth like you do odin and zeus ,3
311,188,from sean mcmains mcmainsuntedu subject re rumours about 3do  xxxmessageid a7f81fd2f801023cseanmacacsuntedu xxxdate mon 19 apr 93 15 2226 gmt organization university of north texas xuseragent nuntius v111d20 lines 83  first off thanks to all who have filled me in on the existence of the 68070 i assumed rashly that the particular number would be reserved for further enhancements to the motorola line rather than meted out to another company ah well i guess thats what i get when i assume the computer industry will operate in a logical manner   in article 1993apr1621244134125rchlandibmcom ricardo hernandez muchado ricardorchlandvnetibmcom writes    sean i dont want to get into a miniwar by what i am going to say but i have to be a little bit skeptic about the performance you are claiming on the centris youll see why please noflames i reserve those for csma       i was in chicago in the last consumer electronics show and apple had a booth there  i walked by and they were showing realtime video capture using a radious or supermac card to digitize and make right on the spot quicktime movies  i think the quicktime they were using was the old one 15  version 15 of quicktime is as has been stated the current version of the software the older version is 10 and 16 is on the horizon in the not too distant future     they digitized a guy talking there in 160x2xx something  it played back quite nicely and in real time  the guy then expanded the window resized to 25x by 3xx 320 in y i think and the frame rate decreased enough to notice that it wasnt 30fps or about 30fps anymore  it dropped to like 15 fps  then he increased it just a bit more and it dropped to 1012 fps   quicktime does a much better job of playing back movies at size than it does playing back resized movies apparently the process of expanding each frames image and dithering the resultant bitmap to the appropriate bit depth is pretty processorintensive there are optimizers that work pretty well for showing movies at double size but if you drop to 19x size or increase to 21x size performance suffers dramatically     then i asked him what mac he was using he was using a quadra dont know what model 900 to do it and he was telling the guys there that the quicktime could play back at the same speed even on an lcii  he lied  quicktime is very cpu dependent he was probably confused by the fact that qt is locked to an internal timecode and will play in the same amount of time on any machine however an lc will drop frames in order to keep the sound and video synced up  the centris and quadras have similar cpus and will thus boast similar performance though the quadras will be a bit faster due to marginally faster clock speeds and somewhat different architecture     well i spoiled his claim so to say since a 68040 quadra mac was having a little bit of trouble  and this wasnt even from the hardisk  this was from memory     could it be that you saw either a newer version of quicktime or some hardware assisted centris or another software product running the  animation like supposedly macrominds accelerator  i expect that the version of the quicktime software you saw was 10  i was using was 15 one of the new codecs in v15 allows video at nearly twice the size and the same frame rate as what version 10 could handle the centris 650 i saw was a plainvanilla with the exception of the nice speakers that were playing the sound and the software was movie player the qt player apple includes with the software     dont misunderstand me i just want to clarify this  no problem  it still surprises me that quicktime is able to do the things it does as well as it can  sean mcmains               check out the gopher     phone8175652039 university of north texas  new bands info server    fax  8175654060 po box 13495             at seanmacacsuntedu   email denton tx 76203                                      mcmainsuntedu ,1
312,1024,from nicksfb256iamunibonnde    nikan b firoozye  subject re sunrise sunset times organization applied math university of bonn germany lines 15  a related question which i havent given that much serious thought  to at what lattitude is the average length of the day averaged  over the whole year maximized is this function a constant 12 hours is it truly symmetric about the equator or is there some discrepancy due to the fact that the orbit is elliptic or maybe the difference is enough to change the temperature and make the seasons in the southern hemisphere more bitter but is far too small to make a sizeable difference in daylight hours  i want to know where to move  9nick firoozye 9nicksfb256iamunibonnde  ,2
313,403,from ednoblessacamorenortnedu edward d nobles subject windows imagine organization oak ridge national laboratory xnewsreader tin version 11 pl9 lines 10   i sent off for my copy today   snail mail   hope to get it back in about ten days  impulse said a week  i hope its as good as they claim  jim nobles  hope i have what it takes to use it    ,1
314,1801,from lazaruskatarinadevcdxmotcom john mcglaughlin subject re how many read scispace nntppostinghost katarinadevcdxmotcom organization motorola codex canton massachusetts lines 18  rbordenuglyuvicca ross  borden writes  9quick  everyone who sees this post a reply that says  999hey i read scispace  then we can count them and find out how many there are  this will also help answer that nagging question just what is the maximum bandwidth of the internet anyways  dont you think it would be better to email back to you that we read scispace so that you can count them and every server in the world does not have to get bwd to death  or instead you could possible cut and past all the senders into a single post and save on header bandwidth  not meaning to be taken as a  flame  its late and we have to work toward a demo  little punchy    jftm ,2
315,69,from mathewmantiscouk mathew subject re after 2000 years can we say that christian morality is organization mantis consultants cambridge uk lines 19 xnewsreader rusnews v101  frankd012s658uucp frank odwyer writes  i am not a christian however i suspect that all flavours of   christianity hold that a objective morality exists and b their  particular interpretation of scripturerevelationtv is a goodly glimpse  of it  that they may all disagree about b says nothing about the truth   or falsehood of a  actually they generally claim that b their particular interpretation of scripturerevelation is this objective morality  that there are two conflicting versions of this objective morality does tell us something about a  it tells us at least one fake objective morality exists  the next logical step is to deduce that any given religions objective morality could be the fake one  so caveat emptor   mathew   atheism antivirus software for the mind ,3
316,715,from sazhookcorpmotcom scott zabolotzky subject gif to bmp organization motorola inc distribution usa nntppostinghost 129188122160 lines 11  im not sure if this is the correct place to ask this question  if not please forgive me and point me in the right direction  does anybody know of a program that converts gif files to bmp files and if so where can i ftp it from  any help would be greatly  appreciated  please respond via email as i do not read this group very often  thanksscott  ,1
317,1968,from prbaccessdigexcom pat subject re why not give 1 billion to first yearlong moon residents organization express access online communications greenbelt md usa lines 26 nntppostinghost accessdigexnet  in article 1993apr2115054524058itiorg awsitiorg allen w sherzer writes in article c5sjdpf23zootorontoedu henryzootorontoedu henry spencer writes   in spite of my great respect for the people you speak of i think their cost estimates are a bit overoptimistic if nothing else a working ssto is at least as complex as a large airliner and has a smaller experience base it therefore seems that ssto development should cost at least as much as a typical airliner development that puts it in the 3g to 5g range   alan  9dont forget  a huge  cost for airliner developement is faa certification  the joke is when the paperwork  exceeds teh weight of the airplane  it will fly  the sr71 and teh x15  both highly ambitious  aerospace projects were done on very narrow engineering budgets   partly because they didnt spend much on paper  pushing   there is some company in missouri  trying to get funding to build light commercial transporters  on a low cost basis mostly by reducing faa  certification costs  pat  ,2
318,1824,from prbaccessdigexcom pat subject re abyss breathing fluids articleid access1psghns7r organization express access online communications usa lines 19 nntppostinghost accessdigexnet  in article c4t3k3498cckcoventryacuk enf021cckcoventryacuk achurist writes  i believe the reason is that the lung diaphram gets too tired to pump the liquid in and out and simply stops breathing after 23 minutes so if your in the vehicle ready to go they better not put you on  hold or else thats about it remember a liquid is several more times as dense as a gas by its very nature 10 i think depending on the gas and liquid comparision of course   could you use some sort of mechanical chest compression as an aid sorta like the portable iron lung   put some sort of flex tubing around the aquanauts chest  cyclically compress it  and it will push enough on the chest wall to support breathing  youd have to trust your breather  but in space you have to trust your suit anyway  pat ,2
319,1815,from mt90dacbrunelacuk del cotter subject re crazy or just imaginitive organization brunel university west london uk lines 26  1993apr212054031auroraalaskaedu nsmcaauroraalaskaedu writes  so some of my ideas are a bit odd off the wall and such but so was wilbur and orville wright and quite a few others sorry if i do not have the big degrees and such but i think i might be wrong to error is human i have something that is in many ways just as important i have imagination dreams and without dreams all the knowledge is worthless   oh and us with the big degrees dont got imagination huh  the alleged dichotomy between imagination and knowledge is one of the most pernicious fallacys of the new age  michael thanks for the generous offer but we have quite enough dreams of our own thank you  you on the other hand are letting your own dreams go to waste by failing to get the mathsthermodynamicschemistryyour choices here which would give your imagination wings  just to show this isnt a flame i leave you with a quote from invasion of  the body snatchers  become one of us its not so bad you know                                                                              del cotter       mt90dacbrunelacuk                                                                                      ,2
320,322,subject re there must be a creator maybe from halatpoohbears jim halat replyto halatpoohbears jim halat lines 24  in article 16ba1e927drportersuvmsyredu drportersuvmsyredu brad porter writes     science is wonderful at answering most of our questions  im not the type to question scientific findings very often but  personally i find the theory of evolution to be unfathomable  could humans a highly evolved complex organism that thinks learns and develops truly be an organism that resulted from random genetic mutations and natural selection  stuff deleted  computers are an excellent exampleof evolution without a creator we did not create computers  we did not create the sand that goes into the silicon that goes into the integrated circuits that go into processor board  we took these things and put them together in an interesting way just like plants create oxygen using light through  photosynthesis  its a much bigger leap to talk about something that created everything from nothing  i find it unfathomable to resort to believing in a creator when a much simpler alternative exists we simply are incapable of understanding our beginnings  if there even were beginnings at all  and thats ok with me  the present keeps me perfectly busy  jim halat  ,0
321,162,from leechcsuncedu jon leech subject space faq 0815  addresses supersedes addresses730956515csuncedu organization university of north carolina chapel hill lines 230 distribution world expires 6 may 1993 195829 gmt nntppostinghost mahlercsuncedu keywords frequently asked questions  archivename spaceaddresses lastmodified date 930401 143855   contacting nasa esa and other space agenciescompanies  many space activities center around large government or international bureaucracies9in the us that means nasa  if you have basic information requests eg general pr info research grants data limited tours and especially summer employment typically resumes should be ready by jan  1 etc consider contacting the nearest nasa center to answer your questions  email typically will not get you any where computers are used by investigators not pr people the typical volume of mail per center is a multiple of 10000 letters a day seek the public information office at one of the below this is their job  nasa the national aeronautics and space administration is the civilian space agency of of the united states federal government it reports directly to the white house and is not a cabinet post such as the military department of defense  its 20k employees are civil servants and hence us citizens  another 100k contractors also work for nasa  nasa centers      nasa headquarters nasa hq     washington dc 20546     2023581600  9ask them questions about policy money and things of political 9nature direct specific questions to the appropriate center      nasa ames research center arc     moffett field ca 94035     4156945091  9some aeronautical research atmosphere reentry mars and venus 9planetary atmospheres lead center for helicopter research 9vstol etc runs pioneer series of space probes      nasa ames research center     dryden flight research facility dfrf     p o box 273     edwards ca  93523     8052588381  9aircraft mostly tested the shuttle orbiter landing 9characteristics developed x1 d558 x3 x4 x5 xb70 and of 9course the x15      nasa goddard space flight center gsfc     greenbelt md 20771     outside of washington dc     3013446255  9earth orbiting unmanned satellites and sounding rockets developed 9landsat      jet propulsion laboratory jpl     california institute of technology     4800 oak grove dr     pasadena ca 91109     8183545011  9the heavies in planetary research probes and other unmanned 9projects they also had a lot to do with iras they run voyager 9magellan galileo and will run cassini craf etc etc for 9images probe navigation and other info about unmanned exploration 9this is the place to go  9jpl is run under contract for nasa by the nearby california 9institute of technology unlike the nasa centers above this 9distinction is subtle but critical jpl has different requirements 9for unsolicited research proposals and summer hires for instance in 9the latter an sf 171 is useless employees are caltech employees 9contractors and for the most part have similar responsibilities 9they offer an alternative to funding after other nasa centers  9a fact sheet and description of jpl is available by anonymous 9ftp in  9    amesarcnasagovpubspacefaqjpldescription      nasa johnson manned space center jsc     houston tx 77058     7134835111  9jsc manages space shuttle ground control of manned missions 9astronaut training manned mission simulators      nasa kennedy space flight center ksc     titusville fl 32899     4078672468  9space launch center you know this one      nasa langley research center larc     hampton va 23665     near newport news va     8048652935  9original nasa site specializes in theoretical and experimental 9flight dynamics viking long duration exposure facility      nasa lewis research center lerc     21000 brookpark rd     cleveland oh 44135     2164334000  9aircraftrocket propulsion space power generation materials 9research      nasa marshall space flight center msfc     huntsville al 35812     2054530034  9development production delivery of solid rocket boosters external 9tank orbiter main engines propulsion and launchers      michoud assembly facility     orleans parish     new orleans la 70129     5042552601  9shuttle external tanks are produced here formerly michoud produced 9first stages for the saturn v      stennis space center     bay st louis mississippi 39529     6016883341  9space shuttle main engines are tested here as were saturn v first 9and second stages the center also does remotesensing and 9technologytransfer research      wallops flight center     wallops island va 23337     8048243411 9    aeronautical research sounding rockets scout launcher      manager technology utilization office     nasa scientific and technical information facility     post office box 8757     baltimore maryland 21240      specific requests for software must go thru cosmic at the univ of     georgia nasas contracted software redistribution service you can     reach them at cosmicugabitnet      note foreign nationals requesting information must go through their     embassies in washington dc these are facilities of the us government     and are regarded with some degree of economic sensitivity centers     cannot directly return information without high center approval allow     at least 1 month for clearance this includes cosmic  the us air force space command can be contacted thru the pentagon along with     other department of defense offices they have unacknowledged offices in     los angeles sunnyvale colorado springs and other locations they have     a budget which rivals nasa in size  arianespace headquarters     boulevard de leurope     bp 177     91006 evry cedex     france  arianespace inc     1747 pennsylvania avenue nw suite 875     washington dc 20006     2027289075  european space agency esa     955 lenfant plaza sw     washington dc 20024     2024884158  national space development agency nasda     41 hamamatsucho 2 chome     minatoku tokyo 105 japan  soyuzkarta     45 vologradsij pr     moscow 109125     ussr  space camp     alabama space and rocket center9us space camp     1 tranquility base9996225 vectorspace blvd     huntsville al 3580599titusville fl  32780     20583734009994072673184      registration and mailing list are handled through huntsville  both     camps are described in the same brochure      programs offered at space camp are  9space camp  one week youngsters completing grades 46 9space academy i  one week grades 79 9aviation challenge  one week high school program grades 911 9space academy ii  8 days college accredited grades 1012 9adult program  3 days editorial comment its great 9teachers program  5 days  space commerce corporation us agent for soviet launch services     504 pluto drive99    69th flr texas commerce tower     colorado springs co 809069    houston tx 77002     719578549099    7132279000  spacehab     600 maryland avenue sw     suite 201 west     washington dc 20004     2024883483  spot image corporation     1857 preston white drive     reston va 22091     fax 7036481813    7036202200   other commercial space businesses      vincent cate maintains a list with addresses and some info for a variety of companies in spacerelated businesses this is mailed out on the spaceinvestors list he runs see the network resources faq and is also available by anonymous ftp from furmintnectarcscmuedu 1282209111 in usrvacftpspacecompanies   next faq 915  schedules for space missions and how to see them ,2
322,1718,from tdawsonllullaillacoenginumichedu chris herringshaw subject re sun ipx root window display  background picture organization university of michigan engineering ann arbor lines 15 distribution world nntppostinghost llullaillacoenginumichedu keywords sun ipx background picture originator tdawsonllullaillacoenginumichedu   im not sure if you got the information you were looking for so ill post it anyway for the general public  to load an image on your root window add this line to the end of your xsession file   xloadimage onroot fullscreen giffilename   this is assuming of course you have the xloadimage client and as for the switches i think they pretty much explain what is going on if you leave out the  the terminal locks till you kill it you already knew that though  hope this helps  daemon ,1
323,1415,from arontikalcedberkeleyedu aron bonar subject re photoshop for windows organization university of california berkeley lines 26 distribution world nntppostinghost tikalcedberkeleyedu  in article 1993apr2201172028958midwayuchicagoedu dgf1quadsuchicagoedu david farley writes  in article c5uhimjfqrotqcca beaverrotqcca andre boivert writes      i am looking for comments from people who have usedheard about photoshop  for windows is it good how does it compare to the mac version is there  a lot of bugs i heard the windows version needs finetuning    any comments would be greatly appreciated    thank you    andre boisvert  beaverrotqcca    an review of both the mac and windows versions in either pc week or info  world this week said that the windows version was considerably slower  than the mac  a more useful comparison would have been between photostyler  and photoshop for windows  david    i dont know about thative used photoshop 25 on both a 486dx50 and a quadra 950id say they are roughly equal  if anything the 486 was faster  both systems were running in 24 bit color and had the same amount of ram 16 megs i also believe the quadra had one of those photoshop accelerators ,1
324,625,from munizbrwtms2decnetrockwellcom rwtms2munizb subject alaska pipeline and space station xadded forwarded by space digest organization via international space university originalsender isuvacationvenaricscmuedu distribution sci lines 16  on date 01 apr 93 180312 gmt ralph buttigieg ralphbuttigiegf635n713z3fidozetaorgau writes why cant the government just be a tennant private commercial concerns could just build a space station system and charge rent to the government financed researchers wanting to use it  i believe that this was the thought behind the industrial space facility  i dont remember all the details but i think space services  wanted nasa to  sign an anchor tenancy deal in order to help secure some venture capital but  nasa didnt like the deal  im sure ill hear about it if im wrong  disclaimer opinions stated are solely my own unless i change my mind ben muniz     munizbrwtms2decnetconsrtrockwellcom    w8185863578 space station freedomrocketdynerockwellstructural loads and dynamics    man will not fly for fifty years wilbur to orville wright 1901  ,2
325,1844,from sigmarahulnet kevin martin subject re cview answers keywords stupid programming nntppostinghost bolero organization a2i network lines 26  in c5levt1njrahulnet bryanwrahulnet bryan woodworth writes in 1qlobbp5atuegatetuenl renewbladestackurctuenl rene walter writes most info regarding dangers of reading from floppy disks omitted unrevcoverable way  so be careful  it is incredibly poor programming for a program to do this nevertheless it is an important bug that needs to be squashed  i am merely pointing out that it was probably overlooked  while it is serious one must keep in mind that it will probably affect at most 5 of the targeted users of cview  ok i dont use cview anymore but i saw that no one had explaind this bug in the thread so here goes  it is not the fault of cview  it is dos  if you leave a file open on a floppy drive then change the disk and do something which updates or closes that file you have a good chance of getting part of the directory and fat from the other disk written to the new disk  this has always been true and has destroyed data under other programs not just cview  the only thing cview can do to improve the situation is to try not to leave files open unless its actively using them ie reading and decoding    kevin martin sigmarahulnet i gotta get me another hat ,1
326,1747,from mangoecsumdedu charley wingate subject re who says the apostles were tortured lines 9  the traditions of the church hold that all the apostles meaning the 11 surviving disciples matthias barnabas and paul were martyred except for john  tradition should be understood to read early church writings other than the bible and heteroorthodox scriptures   c wingate         the peace of god it is no peace                       but strife closed in the sod mangoecsumdedu   yet brothers pray for but one thing tovemangoe           the marvlous peace of god ,0
327,983,from andreasadhhaldenno andreas arff subject re newsgroup split lines 40 nntppostinghost pc110 organization ostfold college  in article 1quvdoinn3e7srvr1enginumichedu tdawsonenginumichedu chris herringshaw writes from tdawsonenginumichedu chris herringshaw subject newsgroup split date 19 apr 1993 194352 gmt concerning the proposed newsgroup split i personally am not in favor of doing this  i learn an awful lot about all aspects of graphics by reading this group from code to hardware to algorithms  i just think making 5 different groups out of this is a wate and will only result in a few posts a week per group  i kind of like the convenience of having one big forum for discussing all aspects of graphics  anyone else feel this way just curious   daemon   actuallay i dont but on the other hand i dont support the idea of having one newsgroup for every aspect of graphics programming as proposed by brian in his reply to my original posting i would suggest a looser structure more like a compgraphicsprogrammer compgraphicshwandsw the reason for making as few groups as possible is for the same reason you say we shouldnt spilt up not to get to few postings every day i takes to much time to browse through all postings just to find two or  three im interested in  i understand and agree when you say you want all aspects of graphics in one meeting i agree to some extension i see news as a forum to exchange ideas help others or to be helped i think this is difficult to achive if there are so many different things in one meeting  good evening netters  arff also for the not religous confessor there is a mystery of higher values whos birth mankind  to the last  builds upon they are indisputible and  often disregarded seldom you hear them beeing prized as seldom as you hear  a seeing man prizeing what he sees per lagerkvist the fist  free translation from swedish               andreas arff  andreasadhhaldenno ,1
328,727,from alansaturncsswinozau alan christiansen subject re sphere from 4 points organization swinburne university of technology lines 71 nntppostinghost saturncsswinozau  spworleynetcomcom steve worley writes  bolsoncarsonuwashingtonedu edward bolson writes  boy this will be embarassing if it is trivial or an faq  given 4 points non coplanar how does one find the sphere that is center and radius exactly fitting those points  i know how to do it for a circle from 3 points but do not immediately see a  straightforward way to do it in 3d  i have checked some geometry books graphics gems and farin but am still at a loss please have mercy on me and provide the solution    its not a bad question i dont have any refs that list this algorithm either but thinking about it a bit it shouldnt be too hard  1 take three of the points and find the plane they define as well as the circle that they lie on you say you have this algorithm already  2 find the center  of this circle the line passing through this center perpendicular to the plane of the three points passes through the center of the sphere  3 repeat with the unused point and two of the original points this gives you two different lines that both pass through the spheres origin their interection is the center of the sphere  4 the radius is easy to compute its just the distance from the center to any of the original points  ill leave the math to you but this is a workable algorithm   good i had a bad feeling about this problem because of a special case with no solution that worried me  four coplanar points in the shape of a square have no unique sphere  that they are on the surface of similarly 4 colinear point have no finite sized sphere that they are on the surface of  these algorithms being geometrical designed rather than algebraically design meet these problems neatly  when determining which plane the 3 points are on if they are colinear the algorithm should afil or return infinite r when intersecting the two lines there are 2 possibilities they are the same line  the 4 points were on a planar circle they are different lines but parallel there is a sphere of in radius  this last case can be achieved with 3 colinier points and any 4th point by taking the 4th point and pairs of the first 3 parallel lines will be produced  it can also be achieved by  if all 4 points are coplanar but are not on one circle   it seems to me that the algorithm only fails when the 4 points are coplanar the algorithm always fails when the points are coplanar 4 points being colinear  coplanar  testing if the 4th point is coplanar when the plane of the first 3 points has been found is trivial   an alternate method would be to take pairs of points the plane formed by the perpendicular bisector of each line segment pair also contains the center of the sphere three pairs will form three planes intersecting at a point this might be easier to implement  steve spworleynetcomcom ,1
329,1396,from wbdstpittedu william b dwinnell subject vesa as a graphics standard organization university of pittsburgh lines 7   in the u8ibm pc world how much of a standard has vesa become for svga graphics  i know there are lots of graphicsboard companies out  there as well as several graphics chips manufacturers are they adhering to the vesa standard and what effect iswill the vesa local bus have on all of this anyone ,1
330,1038,from sd345cityacuk michael collier subject converting images to hp laserjet iii nntppostinghost hampton organization the city university lines 14  does anyone know of a good way standard pc applicationpd utility to convert tifimgtga files into laserjet iii format  we would also like to do the same converting to hpgl hp plotter files  please email any response  is this the correct group  thanks in advance  michael   michael collier programmer                 the computer unit email mpcollierukaccity                the city university tel 071 4778000 x3769                      london fax 071 4778565                            ec1v 0hb ,1
331,372,from bobsthnextmitedu robert singleton subject re americans and evolution organization massachvsetts institvte of technology lines 138 distribution world nntppostinghost thnextmitedu  in article 16ba8c4aci3150101dbstu1rztubsde   i3150101dbstu1rztubsde benedikt rosenau writes  in article 1pq47tinn8lpsenatorbedfellowmitedu  bobsthnextmitedu robert singleton writes     deletion    i will argue that your latter statement i believe that no gods exist  does rest upon faith  that is if you are making a positive statement  that no gods exist strong atheism rather than merely saying i dont  know and therefore dont believe in them and dont not believe in then  weak atheism once again to not believe in god is different than  saying i believe that god does not exist i still maintain the   position even after reading the faqs that strong atheism requires   faith       no it in the way it is usually used in my view you are saying here   that driving a car requires faith that the car drives     im not saying this at all  it requires no faith on my part to say the car drives because ive seen it drive  ive done more than at in fact  ive actually driven it now what does require some faith is the belief that my senses give an accurate representation of whats out there but there is no evidence  pro or con  for the existence or nonexistence of god see what i have to say below on this   for me it is a conclusion and i have no more faith in it than i   have in the premises and the argument used     sorry if i remain skeptical  i dont believe its entirely a conclusion that you have seen no evidence that there is a god is correct  neither have i but lack of evidence for the existence  of something is in no way evidence for the nonexistence of something  the creationist have a similar mode of argumentation in which if they  disprove evolution the establish creation you personally have never  seen a neutrino before but they exist the pink unicorn analogy breaks down and is rather naive i have a scientific theory that explains the  appearance of animal life  evolution when i draw the conclusion that  pink unicorns dont exist because i havent seen them this conclusion has its foundation in observation and theory a pink unicorn if it did exist would be qualitatively similar to other known entities that is to say since there is good evidence that all life on earth has evolved from more primitive ancestors these pink unicorns would share  a common anscestory with horses and zebras and such god however has no such correspondence with anything imo there is no physical frame work of observation to draw any conclusions from      but first let me say the following  we might have a language problem here  in regards to faith and  existence i as a christian maintain that god does not exist  to exist means to have being in space and time god does not have  being  god is being kierkegaard once said that god does not  exist he is eternal with this said i feel its rather pointless  to debate the so called existence of god  and that is not what  im doing here i believe that god is the source and ground of  being when you say that god does not exist i also accept this  statement  but we obviously mean two different things by it however  in what follows i will use the phrase the existence of god in its  usual sense  and this is the sense that i think you are using it  i would like a clarification upon what you mean by the existence of  god       no thats a word game   i disagree with you profoundly on this i havent defined god as existence  in fact i havent defined god but this might be getting off the subject  although if you think its relevant we can come back to it       further saying god is existence is either a waste of time existence is  already used and there is no need to replace it by god or you are   implying more with it in which case your definition and your argument   so far are incomplete making it a fallacy     you are using wrong categories here  or perhaps you misunderstand what im saying im making no argument what so ever and offering no definition so there is no fallacy im not trying to convince you of anything i believe  and that rests upon faith and it is inappropriate to apply the category of logic in this realm unless someone tells you that they can logically prove god or that they have evidence or  then the use of logic to disprove their claims if fine and necessary  btw an incomplete argument is not a fallacy  some things are not even wrong       deletion  one can never prove that god does or does not exist when you say  that you believe god does not exist and that this is an opinion  based upon observation i will have to ask what observtions are  you refering to there are no observations  pro or con  that  are valid here in establishing a positive belief  deletion     where does that follow arent observations based on the assumption  that something exists     i dont follow you here certainly one can make observations of things that they didnt know existed i still maintain that one cannot use observation to infer that god does not exist such a positive assertion requires a leap       and wouldnt you say there is a level of definition that the assumption  god is is meaningful if not i would reject that concept anyway     so where is your evidence for that god is is meaningful at some   level  once again you seem to completely misunderstand me i have no evidence that god is is meaningful at any level maybe such a response as you gave just comes naturally to you because so many people try to run their own private conception of god down your throat i however am not doing this i am arguing one and only one thing  that to make a positive assertion about something for which there can in principle be no evidence for or against requires a leap  it requires faith i am as you would say a theist however there is a form of atheism that i can respect  but it must be founded upon honesty         benedikt   bob singleton bobsthnextmitedu ,0
332,462,from mandtbackafinaboabofi mats andtbacka subject re you will all go to hell inreplyto jsn104psuvmpsuedus message of fri 16 apr 1993 155002 edt organization unorganized usenet postings uninc xnewsreader vms news 124 lines 12  in 93106155002jsn104psuvmpsuedu jsn104psuvmpsuedu writes        who cares what the fellow wrote anyway i mean it came from psuvm so how could it possibly have been of any importance    disperse smileys until no longer offended       disclaimer   its great to be young and insane ,0
333,870,from stephensgeodemrca dave stephenson subject re old spacecraft as navigation beacons nntppostinghost ngisgeodemrca organization dept of energy mines and resources ottawa lines 21  nsmcaauroraalaskaedu writes  other idea for old space crafts is as navigation beacons and such why not if you can put them on safe pause mode why not have them be activated by a signal from a space craft manned to act as a naviagtion beacon to take a directional plot on  wierd or what  michael adams nsmcaacad3alaskaedu  im not high just jacked  there is a whole constellation of custom built navigation beacon satellites in the process of being phased out right now the transitoscar satellites are being replaced by gps or were you thinking of deep space navigation which is best done with dopplervlbi stellar measurements i do not think additional radio beacons would help much  dave stephenson geological survey of canada ottawa ontario canada internet stephensgeodemrca ,2
334,865,from sandviknewtonapplecom kent sandvik subject re that kill by sword must be killed by sword organization cookamunga tourist bureau lines 18  in article 20apr199306173611utarlgutaedu b645zawutarlgutaedu stephen wrote  tional as that is for so many one direct benefit is being able to   keep things in perspective ks    such as who hurts more  the ones who died or the loved ones who   are left besides the lessons its also time for many to grieve  including those whove lost their faith in others or in god    im learning to be patient and let things heal god willing  christians through ages have had to learn to be patient i do think its time to face the reality the events during the last 52 two days showed what the world is really like  kent  sandviknewtonapplecom alink ksand  private activities on the net ,3
335,1151,from healtasaturnwwcedu tammy r healy subject re free moral agency lines 34 organization walla walla college distribution na lines 34  in article 11810viceicotekcom bobbeviceicotekcom robert beauchaine writes from bobbeviceicotekcom robert beauchaine subject re free moral agency date 14 apr 93 214131 gmt in article healta133734810202saturnwwcedu healtasaturnwwcedu tammy r healy writes  in the old testement satan is rarely mentioned if at all      huh  doesnt the sda bible contain the book of job  this is why there is suffering in the world we are caught inthe crossfire  and sometimes innocents as well as teh guilty get hurt thats my opinion and i hope i cleared up a few things     seems like your omnipotent and omniscient god has got some   splainin to do then  or did he just create satan for shits and   giggles     bob beauchaine bobbeviceicotekcom   they said that queens could stay they blew the bronx away and sank manhattan out at sea   i didnt say it never mentioned satan i said it rarely if at all  please  excuse me for my lack of perfect memory or omnipotence  tammy ps im soory if i sound cranky  i apoplogize now before anyones feelings  get hurt ,0
